@RELATION SIMP
@ATTRIBUTE mgl NUMERIC
@ATTRIBUTE stdr NUMERIC
@ATTRIBUTE stdg NUMERIC
@ATTRIBUTE stdb NUMERIC
@ATTRIBUTE sknr NUMERIC
@ATTRIBUTE skng NUMERIC
@ATTRIBUTE sknb NUMERIC
@ATTRIBUTE rmsr NUMERIC
@ATTRIBUTE rmsg NUMERIC
@ATTRIBUTE rmsb NUMERIC
@ATTRIBUTE mdr NUMERIC
@ATTRIBUTE mdg NUMERIC
@ATTRIBUTE mdb NUMERIC
@ATTRIBUTE class {bart, marge, lisa, maggie, homer}

@DATA
0.472595, 0.280684, 0.253263, 0.28383, -0.0477211, 0.0976813, 0.572221, 0.6035, 0.532747, 0.43402, 0.238806, 0.213561, 0.238833, homer
0.451792, 0.251384, 0.230314, 0.251952, -0.0533658, 0.127276, 0.863845, 0.575437, 0.505459, 0.381504, 0.213805, 0.192741, 0.20736, homer
0.444838, 0.257042, 0.244372, 0.261668, 0.00198157, 0.152777, 1.13627, 0.578882, 0.503903, 0.375927, 0.218941, 0.20298, 0.212306, homer
0.497672, 0.285601, 0.263053, 0.292937, -0.203352, -0.0979544, 0.323137, 0.608052, 0.563665, 0.486779, 0.240563, 0.218337, 0.252994, homer
0.391085, 0.32664, 0.262119, 0.291484, 0.159377, 0.278338, 0.561431, 0.50712, 0.483323, 0.431615, 0.296561, 0.220393, 0.24865, homer
0.40671, 0.295671, 0.281121, 0.29126, -0.0932576, 0.198497, 1.03457, 0.574069, 0.484298, 0.379952, 0.26254, 0.247572, 0.247484, homer
0.415242, 0.36003, 0.313433, 0.353127, -0.298225, 0.44623, 0.419298, 0.627774, 0.486185, 0.515047, 0.333103, 0.269329, 0.323958, bart
0.304075, 0.308547, 0.249346, 0.240338, 0.06784, 0.888817, 1.85364, 0.537518, 0.362315, 0.285762, 0.269547, 0.205137, 0.180018, bart
0.434727, 0.354558, 0.327096, 0.330956, -0.238513, 0.196143, 0.52053, 0.623428, 0.525187, 0.480362, 0.328228, 0.296912, 0.295456, bart
0.174403, 0.315313, 0.245092, 0.19583, 1.00842, 1.44556, 3.2818, 0.391252, 0.295616, 0.206151, 0.273393, 0.19884, 0.109839, bart
0.507812, 0.355643, 0.319437, 0.339842, -0.341847, -0.00745167, 0.225243, 0.65883, 0.589549, 0.559663, 0.333927, 0.296903, 0.311964, bart
0.320098, 0.333549, 0.280963, 0.202296, 0.175495, 0.284597, 2.03064, 0.513303, 0.423666, 0.250404, 0.29944, 0.250673, 0.146206, bart
0.500919, 0.350206, 0.281035, 0.319306, -0.46499, -0.46114, 0.427317, 0.640275, 0.578263, 0.498924, 0.314472, 0.241431, 0.288663, bart
0.49977, 0.336937, 0.309162, 0.364197, -0.319447, -0.17314, 0.514064, 0.64078, 0.590571, 0.512636, 0.306751, 0.267834, 0.339739, bart
0.335141, 0.285112, 0.269527, 0.246445, 0.34949, 0.508686, 1.80359, 0.497652, 0.426717, 0.294964, 0.241975, 0.227561, 0.183725, bart
0.374847, 0.268257, 0.244045, 0.257133, 0.250888, 0.59175, 0.651376, 0.491846, 0.437529, 0.421455, 0.228678, 0.203718, 0.217201, bart
0.431051, 0.250557, 0.225782, 0.274227, -0.056611, 0.449129, 1.06499, 0.566169, 0.478745, 0.386879, 0.212884, 0.187948, 0.230302, bart
0.438756, 0.372965, 0.328015, 0.298929, -0.298636, 0.075868, 0.9648, 0.647853, 0.533536, 0.41571, 0.348101, 0.298707, 0.24936, bart
0.469332, 0.332772, 0.306861, 0.353114, -0.369274, -0.0425573, 0.605605, 0.621543, 0.558495, 0.485375, 0.295626, 0.2629, 0.321443, bart
0.489124, 0.340092, 0.319415, 0.348627, -0.421068, -0.14385, 0.231033, 0.635624, 0.576634, 0.535214, 0.301863, 0.279869, 0.309582, bart
0.406955, 0.262671, 0.246751, 0.264139, -0.0223424, 0.209579, 0.966762, 0.538576, 0.467347, 0.391855, 0.223363, 0.205418, 0.220554, bart
0.416713, 0.246346, 0.237477, 0.279674, 0.268475, 0.391869, 0.0513566, 0.493488, 0.472466, 0.511594, 0.205804, 0.197259, 0.240974, bart
0.426731, 0.250507, 0.225943, 0.24755, -0.0891501, 0.252429, 1.25877, 0.550123, 0.479659, 0.372095, 0.21258, 0.186807, 0.19405, bart
0.380362, 0.235643, 0.246031, 0.230509, 0.0523987, 0.940084, 1.2279, 0.555643, 0.411341, 0.391079, 0.201276, 0.205291, 0.174324, bart
0.421523, 0.2686, 0.28276, 0.286646, 0.0244746, 0.314709, 0.485142, 0.562423, 0.484948, 0.46784, 0.230011, 0.243177, 0.246527, bart
0.444623, 0.246098, 0.222296, 0.257249, 0.0712233, 0.103296, 1.08981, 0.535263, 0.508311, 0.394109, 0.21134, 0.181226, 0.211383, bart
0.3214, 0.321901, 0.222624, 0.264959, 0.358254, 0.525316, 0.984382, 0.479491, 0.389352, 0.356061, 0.285887, 0.184478, 0.223893, bart
0.327834, 0.269117, 0.290173, 0.297194, 0.411336, 0.612307, 0.832656, 0.494602, 0.415109, 0.391284, 0.226401, 0.252689, 0.259111, bart
0.214507, 0.286423, 0.238547, 0.22181, 0.925211, 1.03155, 1.90145, 0.381317, 0.318551, 0.256419, 0.240359, 0.199353, 0.170466, bart
0.277972, 0.326975, 0.286764, 0.280821, 0.441879, 0.757527, 1.28786, 0.465204, 0.392469, 0.337003, 0.292842, 0.246462, 0.234514, bart
0.301639, 0.344636, 0.271885, 0.299186, 0.326813, 0.768986, 1.04693, 0.503619, 0.388252, 0.390237, 0.310761, 0.229758, 0.251287, bart
0.20841, 0.332942, 0.244497, 0.196041, 0.427874, 1.46315, 3.0881, 0.479028, 0.294061, 0.210786, 0.296435, 0.198086, 0.117961, bart
0.43724, 0.376733, 0.355054, 0.360892, -0.194656, 0.267987, 0.518195, 0.634251, 0.546637, 0.505024, 0.350634, 0.320013, 0.324856, bart
0.10769, 0.285842, 0.214637, 0.191822, 1.5645, 2.59088, 3.25825, 0.329079, 0.231076, 0.203226, 0.228282, 0.14117, 0.111777, bart
0.353431, 0.302305, 0.26221, 0.207134, -0.00987568, 0.493711, 2.79031, 0.564158, 0.42763, 0.233302, 0.264714, 0.220212, 0.129291, bart
0.310141, 0.306237, 0.237738, 0.30902, 0.289908, 0.57305, 0.860819, 0.477452, 0.374696, 0.406405, 0.267779, 0.199157, 0.269394, bart
0.339936, 0.316731, 0.238408, 0.259351, 0.477409, 0.331654, 0.974133, 0.460557, 0.434205, 0.348653, 0.281228, 0.200375, 0.219231, bart
0.185677, 0.314788, 0.244526, 0.20658, 0.795869, 1.46688, 2.73008, 0.411315, 0.294436, 0.222703, 0.276502, 0.197422, 0.133345, bart
0.287638, 0.311005, 0.237664, 0.227849, 0.281005, 0.770972, 1.52285, 0.48662, 0.357113, 0.281398, 0.275316, 0.196438, 0.182788, bart
0.35815, 0.313385, 0.29941, 0.296503, 0.12057, 0.276609, 1.12851, 0.511055, 0.469754, 0.365563, 0.279208, 0.261488, 0.253801, bart
0.399403, 0.317832, 0.291923, 0.242257, -0.0789714, 0.0291395, 0.951958, 0.558078, 0.49595, 0.335416, 0.281773, 0.257445, 0.201547, bart
0.25648, 0.286339, 0.2349, 0.227574, 0.705549, 0.865741, 1.72024, 0.422916, 0.342382, 0.270306, 0.239521, 0.194492, 0.179217, bart
0.451134, 0.363442, 0.333322, 0.323891, -0.276343, 0.027176, 0.649896, 0.63319, 0.550371, 0.468942, 0.337896, 0.305397, 0.284666, bart
0.377344, 0.327725, 0.29816, 0.311311, -0.12135, 0.278405, 1.05702, 0.570092, 0.466456, 0.389853, 0.292041, 0.261361, 0.266074, bart
0.537623, 0.364684, 0.36728, 0.391433, -0.592644, -0.152868, 0.120134, 0.71239, 0.633842, 0.593518, 0.327915, 0.331744, 0.363824, bart
0.507292, 0.336107, 0.332216, 0.389431, -0.370953, -0.0294946, 0.23651, 0.657115, 0.595829, 0.570475, 0.299668, 0.296577, 0.361321, bart
0.594884, 0.330612, 0.303324, 0.317716, -0.624016, -0.499726, -0.467454, 0.701693, 0.66373, 0.636667, 0.286388, 0.260056, 0.271172, bart
0.497488, 0.369945, 0.363897, 0.394316, -0.478884, 0.0883556, 0.509052, 0.688359, 0.602706, 0.535761, 0.336364, 0.331689, 0.368719, bart
0.47546, 0.368784, 0.34847, 0.376603, -0.256555, 0.00544556, 0.417801, 0.633763, 0.587205, 0.534613, 0.342474, 0.316987, 0.346454, bart
0.535876, 0.339042, 0.332719, 0.394083, -0.60196, -0.283498, 0.0554621, 0.683802, 0.622214, 0.584894, 0.299652, 0.294455, 0.373181, bart
0.476333, 0.346836, 0.328427, 0.380548, -0.293436, 0.0784418, 0.627912, 0.643745, 0.572891, 0.506883, 0.321749, 0.301257, 0.351232, bart
0.455591, 0.345426, 0.327705, 0.338503, -0.163334, 0.12527, 0.385278, 0.605065, 0.552652, 0.52219, 0.312865, 0.289399, 0.295916, bart
0.488434, 0.345185, 0.337456, 0.369082, -0.304442, -0.067099, 0.211988, 0.631559, 0.587822, 0.555173, 0.3166, 0.307, 0.342704, bart
0.457215, 0.377444, 0.346578, 0.382784, -0.176126, 0.206849, 0.685611, 0.652256, 0.563738, 0.499742, 0.356423, 0.318664, 0.354699, bart
0.521952, 0.347777, 0.329207, 0.380962, -0.481845, -0.275628, 0.180214, 0.669792, 0.611708, 0.565669, 0.310011, 0.290755, 0.358136, bart
0.485187, 0.372605, 0.369492, 0.375691, -0.28656, -0.045421, 0.150241, 0.647734, 0.599061, 0.573882, 0.343696, 0.343994, 0.351441, bart
0.573912, 0.319217, 0.31723, 0.359318, -0.612464, -0.50116, -0.142218, 0.689141, 0.652396, 0.610142, 0.276705, 0.269145, 0.333403, bart
0.496998, 0.371665, 0.379232, 0.371654, -0.413554, -0.0524021, 0.210216, 0.674487, 0.609718, 0.560695, 0.342599, 0.357285, 0.347363, bart
0.558502, 0.303613, 0.293259, 0.340143, -0.663097, -0.35206, 0.295134, 0.695686, 0.626967, 0.526064, 0.258533, 0.245314, 0.313151, bart
0.535555, 0.326635, 0.316835, 0.388051, -0.487259, -0.288874, 0.222494, 0.670238, 0.620293, 0.56687, 0.288326, 0.275872, 0.368381, bart
0.510018, 0.359536, 0.350431, 0.381022, -0.298762, -0.122659, 0.247431, 0.656962, 0.617509, 0.559938, 0.333371, 0.321724, 0.3591, bart
0.470098, 0.34844, 0.371051, 0.36872, -0.283201, 0.235854, 0.570158, 0.656257, 0.577599, 0.529562, 0.321056, 0.345661, 0.337254, bart
0.435509, 0.371905, 0.364218, 0.378388, -0.265423, 0.283759, 0.750991, 0.64445, 0.550387, 0.488843, 0.346197, 0.32961, 0.341925, bart
0.52477, 0.325572, 0.322317, 0.388166, -0.47943, -0.249849, 0.0877967, 0.649687, 0.612624, 0.588258, 0.284736, 0.277686, 0.360106, bart
0.529105, 0.3534, 0.356629, 0.365195, -0.386316, -0.175252, 0.536364, 0.68736, 0.638522, 0.515429, 0.325198, 0.328403, 0.337681, bart
0.498928, 0.310105, 0.306746, 0.371877, -0.37349, -0.0859075, 0.0682874, 0.604207, 0.587588, 0.570157, 0.261612, 0.268494, 0.343688, bart
0.515901, 0.350496, 0.325374, 0.335927, -0.500807, -0.246573, 0.117572, 0.683073, 0.594274, 0.541275, 0.314291, 0.296593, 0.303635, bart
0.40841, 0.346881, 0.308724, 0.312633, -0.055993, 0.233092, 0.952932, 0.583021, 0.506153, 0.422117, 0.325037, 0.274983, 0.272721, bart
0.478738, 0.35029, 0.289174, 0.319124, -0.101917, -0.223486, 0.5797, 0.604715, 0.576574, 0.46261, 0.327555, 0.253742, 0.294884, bart
0.534206, 0.351846, 0.317332, 0.350714, -0.406151, -0.433371, 0.483754, 0.662359, 0.634298, 0.51902, 0.320749, 0.278114, 0.316957, bart
0.487822, 0.354462, 0.306115, 0.342004, -0.171538, -0.242723, 0.559175, 0.614963, 0.591203, 0.491669, 0.33055, 0.273215, 0.313663, bart
0.386091, 0.29246, 0.25748, 0.271729, 0.0248738, 0.617662, 0.949927, 0.559801, 0.442311, 0.38946, 0.245064, 0.211184, 0.224612, bart
0.446661, 0.373186, 0.340202, 0.329209, -0.299857, 0.176581, 0.799384, 0.648393, 0.543223, 0.475255, 0.345131, 0.308086, 0.288214, bart
0.51466, 0.328534, 0.30781, 0.367503, -0.558762, -0.133168, 0.566425, 0.674292, 0.596787, 0.495953, 0.29106, 0.272994, 0.337782, bart
0.499173, 0.370733, 0.352165, 0.370721, -0.415167, -0.00236842, 0.179677, 0.675936, 0.593858, 0.568011, 0.342186, 0.321853, 0.346485, bart
0.643581, 0.290495, 0.292442, 0.33747, -1.27678, -0.856185, -0.0616135, 0.776628, 0.697491, 0.59751, 0.231623, 0.245763, 0.314606, bart
0.544547, 0.31012, 0.29279, 0.352584, -0.723578, -0.352184, 0.203935, 0.689833, 0.607899, 0.544446, 0.265773, 0.244541, 0.321115, bart
0.472151, 0.361973, 0.242553, 0.349309, 0.0301617, -0.536651, 0.605935, 0.562809, 0.575802, 0.47331, 0.339426, 0.190759, 0.32442, bart
0.465778, 0.312911, 0.279336, 0.295134, -0.334653, 0.073117, 0.97451, 0.624159, 0.535234, 0.43162, 0.278162, 0.243184, 0.249543, bart
0.456725, 0.35542, 0.32292, 0.330836, -0.303315, 0.0584214, 0.952612, 0.646982, 0.54938, 0.444262, 0.331008, 0.290764, 0.285336, bart
0.526057, 0.300774, 0.30322, 0.332853, -0.374829, -0.13955, 0.412234, 0.658739, 0.598838, 0.532565, 0.270514, 0.27405, 0.305701, bart
0.482445, 0.360554, 0.34934, 0.356802, -0.389036, 0.00831309, 0.444698, 0.669343, 0.578304, 0.518554, 0.332733, 0.320129, 0.321809, bart
0.43079, 0.354468, 0.315886, 0.311069, -0.17484, 0.0822648, 0.574564, 0.602488, 0.526134, 0.454007, 0.332601, 0.288939, 0.280493, bart
0.443735, 0.247509, 0.256675, 0.271811, -0.00341749, 0.352189, 0.823119, 0.572213, 0.49998, 0.426383, 0.208175, 0.218559, 0.229304, bart
